행정동_코드,지역명,2023,2024,2025,3년_증감,총_상주인구_수,총_직장_인구_수,총_유동인구_수,10인_이상_가구_수,1인_가구_수,2인_가구_수,3인_가구_수,4인_가구_수,5인_가구_수,6인_가구_수,7인_가구_수,8인_가구_수,9인_가구_수,총_가구_수,1인_가구_비중,직장인구_상주인구_비,유동인구_상주인구_비,학원_매출,학원_매출_비중,상권특성,경쟁수준,활동인구,활동인구_대비_편의점
11230536,동대문구 용신동,15,17,16,1,38362,18615.0,13908963,,,,,,,,,,,,,0.4852458161722538,362.57137271258017,8494789233.0,0.06428102905177553,오피스형,고밀·경쟁 지속,56977.0,0.2808150657282763
11230545,동대문구 제기동,2,2,2,0,22962,3687.0,11953847,2.0,7661.0,2550.0,1465.0,887.0,228.0,45.0,13.0,6.0,2.0,12859.0,0.5957694999611167,0.16056963679122027,520.5925877536799,338957254.0,0.00034601475371816005,1인가구형,중간,26649.0,0.07504972043979137
11230560,동대문구 전농1동,11,9,9,-2,32107,308.0,11037456,0.0,7883.0,3627.0,2615.0,1743.0,329.0,80.0,17.0,8.0,0.0,16302.0,0.483560299349773,0.009592923661506837,343.7710156663656,330359072.0,0.0064047779922590245,유동 중심형,고밀·경쟁 완화,32415.0,0.2776492364645997
11230570,동대문구 전농2동,3,5,5,2,17954,713.0,2307719,0.0,2335.0,1998.0,1553.0,1144.0,257.0,68.0,8.0,2.0,2.0,7367.0,0.3169539839826252,0.03971259886376295,128.53508967361034,2509418547.0,0.1634611574688318,학원·교육형,중간,18667.0,0.2678523597792897
11230600,동대문구 답십리1동,7,7,6,-1,27834,1750.0,6767873,0.0,5350.0,3084.0,2491.0,1555.0,312.0,49.0,15.0,9.0,1.0,12866.0,0.41582465412715686,0.06287274556298053,243.15128978946612,2413480171.0,0.05742239901476547,주거형,중간,29584.0,0.20281233098972418
11230610,동대문구 답십리2동,4,5,5,1,27467,4714.0,5711539,1.0,4856.0,3412.0,2441.0,1515.0,337.0,75.0,15.0,4.0,0.0,12656.0,0.3836915297092288,0.17162413077511196,207.94185750172934,941748675.0,0.032410637028733064,주거형,중간,32181.0,0.1553711817532084
11230650,동대문구 장안1동,13,13,13,0,37191,10019.0,8685517,0.0,8758.0,4279.0,2992.0,1899.0,466.0,95.0,21.0,9.0,3.0,18522.0,0.4728431054961667,0.26939313274717,233.53814094807885,3577033181.0,0.02035918609353541,주거형,중간,47210.0,0.2753653886888371
11230660,동대문구 장안2동,9,8,7,-2,32376,5320.0,8058972,3.0,5695.0,3582.0,2866.0,2075.0,416.0,112.0,26.0,8.0,0.0,14783.0,0.3852398024758168,0.1643192488262911,248.91808747220162,9262210421.0,0.09209358821895106,학원·교육형,중간,37696.0,0.18569609507640067
11230705,동대문구 청량리동,6,7,6,0,18688,2337.0,6002827,2.0,5253.0,2311.0,1278.0,739.0,191.0,43.0,13.0,2.0,0.0,9832.0,0.5342758340113913,0.1250535102739726,321.212917380137,61290730.0,0.0009549348572177013,유동 중심형,중간,21025.0,0.2853745541022592
11230710,동대문구 회기동,5,6,5,0,10313,51.0,4730769,1.0,4638.0,895.0,536.0,372.0,86.0,14.0,4.0,1.0,2.0,6549.0,0.7081997251488777,0.004945214777465335,458.7189954426452,171448786.0,0.005708140574712972,1인가구형,중간,10364.0,0.482439212659205
11230720,동대문구 휘경1동,9,9,8,-1,13580,732.0,6298818,1.0,4853.0,1829.0,1231.0,825.0,162.0,40.0,10.0,1.0,2.0,8954.0,0.5419924056287693,0.05390279823269514,463.83048600883654,1054092001.0,0.05780481245255839,1인가구형,고밀·경쟁 완화,14312.0,0.5589714924538849
11230730,동대문구 휘경2동,2,2,2,0,24158,1097.0,4420776,1.0,6861.0,2434.0,1702.0,1252.0,255.0,54.0,14.0,6.0,1.0,12580.0,0.5453895071542131,0.04540938819438695,182.99428760658995,1898617273.0,0.12862728337178048,학원·교육형,중간,25255.0,0.07919223916056227
11230740,동대문구 이문1동,8,7,6,-2,17724,1106.0,11235621,1.0,7011.0,2492.0,1881.0,1322.0,230.0,55.0,13.0,4.0,0.0,13009.0,0.5389345837497117,0.06240126382306477,633.9212931618144,624265808.0,0.0211346868094851,1인가구형,중간,18830.0,0.3186404673393521
11230750,동대문구 이문2동,4,4,4,0,19385,256.0,3394045,0.0,3149.0,2004.0,1555.0,1124.0,275.0,46.0,12.0,1.0,0.0,8166.0,0.38562331618907664,0.013206087180809905,175.08614908434356,1160117480.0,0.12381364141490912,학원·교육형,중간,19641.0,0.2036556183493712
11260520,중랑구 면목2동,5,7,7,2,23580,737.0,5699307,0.0,5921.0,3030.0,1774.0,1052.0,215.0,47.0,11.0,3.0,1.0,12054.0,0.49120623859299817,0.03125530110262935,241.70089058524172,804783535.0,0.030009545781736927,주거형,중간,24317.0,0.28786445696426366
11260540,중랑구 면목4동,4,4,4,0,18121,768.0,4493472,1.0,4117.0,2250.0,1372.0,870.0,185.0,42.0,13.0,0.0,2.0,8852.0,0.4650926344328965,0.04238176701065063,247.97042105844048,468518551.0,0.03571901756428747,주거형,중간,18889.0,0.21176346021493989
11260550,중랑구 면목5동,1,1,1,0,14564,962.0,2362972,1.0,2212.0,1731.0,1313.0,862.0,149.0,27.0,9.0,1.0,1.0,6306.0,0.35077703774183316,0.06605328206536666,162.24745948915134,0.0,0.0,주거형,중간,15526.0,0.0644080896560608
11260565,중랑구 면목본동,5,6,5,0,32648,811.0,9954963,1.0,9516.0,4213.0,2360.0,1226.0,259.0,53.0,4.0,2.0,1.0,17635.0,0.5396087326339666,0.024840725312423425,304.9180041656457,531132675.0,0.008669184320837575,1인가구형,중간,33459.0,0.14943662392779222
11260570,중랑구 면목7동,4,5,5,1,21190,509.0,6074034,0.0,4861.0,2714.0,1658.0,977.0,208.0,42.0,5.0,4.0,0.0,10469.0,0.46432324004202885,0.024020764511562057,286.6462482302973,374215351.0,0.008586093278332029,주거형,중간,21699.0,0.23042536522420387
11260575,중랑구 면목3.8동,5,4,2,-3,24375,1762.0,6471946,0.0,6527.0,3191.0,1737.0,995.0,211.0,39.0,10.0,1.0,1.0,12712.0,0.5134518565135305,0.07228717948717948,265.51573333333334,277904197.0,0.00644268187613351,주거형,저밀·상대적 여유,26137.0,0.07651987603780082
11260580,중랑구 상봉1동,13,13,14,1,23195,1611.0,5188135,0.0,3751.0,2642.0,2088.0,1445.0,276.0,39.0,14.0,2.0,0.0,10257.0,0.3657014721653505,0.06945462384134511,223.67471437809874,351660032.0,0.014310569284128811,주거형,고밀·경쟁 지속,24806.0,0.5643795855841329
11260590,중랑구 상봉2동,7,8,8,1,20258,4607.0,6224381,0.0,8846.0,2707.0,1174.0,647.0,116.0,30.0,10.0,2.0,1.0,13533.0,0.6536614202320254,0.22741632935136735,307.25545463520587,270859447.0,0.00384945586857964,1인가구형,고밀·경쟁 지속,24865.0,0.3217373818620551
11260600,중랑구 중화1동,2,4,4,2,18698,1094.0,4782186,0.0,3642.0,2430.0,1531.0,891.0,188.0,35.0,8.0,2.0,0.0,8727.0,0.41732554142316947,0.058508931436517274,255.75922558562414,936419697.0,0.04680392742777153,주거형,중간,19792.0,0.2021018593371059
11260610,중랑구 중화2동,3,2,3,0,23768,361.0,7807056,1.0,7819.0,3426.0,1852.0,976.0,189.0,49.0,11.0,4.0,0.0,14327.0,0.5457527744817477,0.015188488724335241,328.4692022887917,97160552.0,0.0022569332349895023,1인가구형,중간,24129.0,0.12433171702101205
11260620,중랑구 묵1동,4,6,5,1,33661,1165.0,6861147,0.0,5693.0,3679.0,2777.0,2053.0,497.0,109.0,30.0,6.0,0.0,14844.0,0.3835219617353813,0.034609785805531625,203.83075369121536,1600388286.0,0.03550392853214629,주거형,중간,34826.0,0.14357089530810313
11260630,중랑구 묵2동,2,1,1,-1,18004,1255.0,5112908,0.0,4412.0,2407.0,1306.0,813.0,193.0,30.0,11.0,1.0,0.0,9173.0,0.48097677967949415,0.06970673183736947,283.9873361475228,164155683.0,0.005823068779862308,주거형,저밀·상대적 여유,19259.0,0.05192377589698323
11260655,중랑구 망우본동,14,16,14,0,36438,1426.0,11290836,1.0,8698.0,4444.0,3073.0,2054.0,407.0,86.0,25.0,4.0,1.0,18793.0,0.4628319054967275,0.039134968988418686,309.8643174707723,330668814.0,0.00454548182704103,주거형,중간,37864.0,0.36974434819353474
11260660,중랑구 망우3동,1,1,1,0,15615,223.0,3877776,0.0,4182.0,2063.0,1191.0,598.0,140.0,26.0,5.0,4.0,0.0,8209.0,0.5094408575953222,0.014281139929554916,248.33659942363113,232324590.0,0.014687923698053443,주거형,중간,15838.0,0.06313928526329082
11260680,중랑구 신내1동,6,7,7,1,37757,2688.0,4878033,1.0,4024.0,4038.0,3179.0,2546.0,694.0,143.0,32.0,5.0,3.0,14665.0,0.2743948175929083,0.07119209682972694,129.1954604444209,3644506580.0,0.09928848863904878,학원·교육형,중간,40445.0,0.1730745456793176
11260690,중랑구 신내2동,1,1,1,0,19675,1355.0,1718239,0.0,3301.0,2499.0,1720.0,1047.0,200.0,48.0,9.0,3.0,0.0,8827.0,0.3739662399456214,0.06886912325285896,87.33108005082592,4762483548.0,0.13758077481533035,학원·교육형,중간,21030.0,0.0475511174512601
11290525,성북구 성북동,6,6,7,1,15875,20512.0,4206870,5.0,4073.0,1792.0,1145.0,706.0,193.0,47.0,14.0,8.0,0.0,7983.0,0.5102091945383941,1.2920944881889764,264.9996850393701,1981266132.0,0.06729964165924406,오피스형,중간,36387.0,0.1923763981641795
11290555,성북구 삼선동,5,4,4,-1,22125,4986.0,10201987,1.0,6035.0,2343.0,1520.0,1135.0,256.0,58.0,19.0,3.0,0.0,11370.0,0.530782761653474,0.22535593220338984,461.10675706214687,2119335895.0,0.0351908266512618,유동 중심형,중간,27111.0,0.1475415882851979
11290575,성북구 동선동,6,6,7,1,14977,2040.0,7752129,1.0,6841.0,1527.0,742.0,480.0,101.0,23.0,4.0,2.0,0.0,9721.0,0.7037341837259541,0.1362088535754824,517.6022567937504,3701608238.0,0.055561964220196734,1인가구형,중간,17017.0,0.41135335252982314
11290580,성북구 돈암1동,2,2,2,0,14260,228.0,2268425,0.0,1966.0,1649.0,1214.0,907.0,180.0,38.0,7.0,0.0,2.0,5963.0,0.3296998155290961,0.015988779803646564,159.07608695652175,3435953823.0,0.3923072602597706,학원·교육형,중간,14488.0,0.13804527885146328
11290590,성북구 돈암2동,2,2,2,0,23417,552.0,2881941,5.0,1795.0,2114.0,2207.0,1843.0,407.0,79.0,21.0,9.0,0.0,8480.0,0.2116745283018868,0.023572618183371054,123.07046163043942,1129235401.0,0.15219883798336767,학원·교육형,중간,23969.0,0.08344111143560431
11290600,성북구 안암동,8,8,8,0,14869,1916.0,7935075,1.0,7509.0,1407.0,761.0,503.0,119.0,23.0,5.0,3.0,1.0,10332.0,0.7267711962833914,0.1288586993072836,533.6656802743964,315340883.0,0.007423601652380791,1인가구형,중간,16785.0,0.47661602621388144
11290610,성북구 보문동,2,2,2,0,16145,4757.0,5095415,1.0,3894.0,1925.0,1253.0,796.0,158.0,31.0,8.0,1.0,1.0,8068.0,0.48264749628160636,0.2946423041189223,315.6032827500774,916828684.0,0.06320942164612722,오피스형,중간,20902.0,0.09568462348100659
11290620,성북구 정릉1동,4,4,4,0,17732,489.0,4389356,2.0,2351.0,1793.0,1639.0,1195.0,271.0,65.0,17.0,2.0,0.0,7335.0,0.3205180640763463,0.02757726144822919,247.53868711933228,864829302.0,0.08145036665804554,학원·교육형,중간,18221.0,0.21952691948850228
11290630,성북구 정릉2동,4,3,3,-1,22510,1084.0,5618968,0.0,3345.0,2612.0,1952.0,1302.0,276.0,73.0,24.0,5.0,1.0,9590.0,0.3488008342022941,0.04815637494446912,249.6209684584629,504809616.0,0.03058192146267477,주거형,중간,23594.0,0.12715097058574215
11290640,성북구 정릉3동,2,2,3,1,14934,281.0,2842694,3.0,4813.0,1523.0,818.0,539.0,120.0,32.0,8.0,2.0,1.0,7859.0,0.6124188828095177,0.018816124280166064,190.35047542520422,48269225.0,0.0040547736894628065,1인가구형,중간,15215.0,0.19717384160368057
11290650,성북구 정릉4동,3,3,3,0,24009,1020.0,3202152,1.0,4051.0,2864.0,2059.0,1346.0,315.0,66.0,18.0,6.0,2.0,10728.0,0.37760999254287847,0.04248406847432213,133.37298513057604,156769668.0,0.007121013214493025,주거형,중간,25029.0,0.11986096128490951
11290660,성북구 길음1동,4,3,3,-1,34792,3772.0,6201426,4.0,2591.0,2787.0,3412.0,3314.0,566.0,103.0,21.0,9.0,5.0,12812.0,0.20223228223540432,0.10841572775350655,178.24287192458036,4376172968.0,0.31874189401014236,학원·교육형,중간,38564.0,0.07779276008712789
11290685,성북구 길음2동,2,2,2,0,21666,303.0,4857812,0.0,2546.0,2034.0,2070.0,1588.0,342.0,59.0,14.0,3.0,0.0,8656.0,0.29413123844731975,0.013985045693713652,224.21360657250992,1926423712.0,0.07899651802507857,학원·교육형,중간,21969.0,0.09103737084073012
11290705,성북구 종암동,0,0,0,0,37648,17974.0,11055108,0.0,7162.0,3924.0,3124.0,2302.0,492.0,90.0,24.0,5.0,0.0,17123.0,0.41826782689949193,0.477422439439014,293.6439651508712,1980015571.0,0.051743919579105346,오피스형,중간,55622.0,0.0
11290715,성북구 월곡1동,3,3,3,0,25580,1348.0,7990456,0.0,3507.0,2760.0,2199.0,1662.0,357.0,74.0,17.0,4.0,1.0,10581.0,0.33144315282109443,0.05269741985926505,312.37122752150117,878076836.0,0.05073702532502588,주거형,중간,26928.0,0.11140819964349376
11290725,성북구 월곡2동,5,5,7,2,18900,4503.0,6476470,0.0,4885.0,2105.0,1394.0,909.0,218.0,36.0,9.0,7.0,0.0,9563.0,0.5108229635051762,0.23825396825396825,342.6703703703704,319548757.0,0.011136261067247537,유동 중심형,중간,23403.0,0.2991069521001581
11290760,성북구 장위1동,0,0,0,0,23354,394.0,6547080,0.0,4267.0,2690.0,1887.0,1350.0,298.0,62.0,14.0,4.0,0.0,10572.0,0.40361331819901625,0.01687077160229511,280.34084096942706,210717050.0,0.019207779331584383,주거형,중간,23748.0,0.0
11290770,성북구 장위2동,1,1,1,0,13080,608.0,6084675,0.0,3442.0,2127.0,1266.0,755.0,167.0,44.0,4.0,1.0,0.0,7806.0,0.4409428644632334,0.046483180428134555,465.1892201834862,100143863.0,0.007092936391308927,유동 중심형,중간,13688.0,0.07305669199298655
11290780,성북구 장위3동,1,1,2,1,15519,275.0,3971878,0.0,2286.0,1838.0,1837.0,1392.0,251.0,39.0,11.0,2.0,2.0,7658.0,0.29851136066858186,0.017720213931310007,255.93646497841357,695382416.0,0.10709064803728058,학원·교육형,저밀·성장,15794.0,0.12663036596175764
11290810,성북구 석관동,5,5,5,0,33768,1564.0,10318531,0.0,7679.0,4178.0,2742.0,1572.0,346.0,67.0,12.0,4.0,0.0,16600.0,0.46259036144578314,0.04631603885335229,305.57128050225066,166002668.0,0.0036478753096474133,주거형,중간,35332.0,0.14151477414242047
11305534,강북구 삼양동,1,1,0,-1,22402,115.0,10749171,1.0,4894.0,3152.0,2033.0,1304.0,288.0,60.0,11.0,5.0,2.0,11750.0,0.4165106382978723,0.00513347022587269,479.8308633157754,851480629.0,0.041618342954516684,유동 중심형,저밀·상대적 여유,22517.0,0.0
11305535,강북구 미아동,8,9,8,0,20841,602.0,7847140,1.0,6886.0,2520.0,1400.0,737.0,148.0,41.0,12.0,3.0,1.0,11749.0,0.5860924333985871,0.028885370183772373,376.52415910944774,650893295.0,0.013191897624848398,1인가구형,중간,21443.0,0.37308212470270014
11305545,강북구 송중동,7,6,6,-1,28576,998.0,11297871,3.0,6326.0,3338.0,2145.0,1386.0,289.0,69.0,19.0,3.0,1.0,13579.0,0.46586641137049856,0.03492441209406495,395.362227043673,853259675.0,0.011288559582606633,유동 중심형,중간,29574.0,0.2028809089064719
11305555,강북구 송천동,6,7,7,1,24748,388.0,10147588,0.0,6004.0,2931.0,1702.0,930.0,196.0,34.0,5.0,2.0,1.0,11805.0,0.5085980516730199,0.01567803458865363,410.0366898335219,482276578.0,0.011335387320559885,유동 중심형,중간,25136.0,0.2784850413749205
11305575,강북구 삼각산동,2,1,2,0,30604,374.0,2962903,0.0,2840.0,2720.0,2782.0,2524.0,488.0,96.0,25.0,7.0,2.0,11484.0,0.24730059212817834,0.012220624754933995,96.81423996863155,1496631791.0,0.11726760476221115,학원·교육형,중간,30978.0,0.0645619471883272
11305595,강북구 번1동,6,7,7,1,17358,1944.0,6453446,0.0,5898.0,2003.0,1011.0,584.0,114.0,27.0,5.0,0.0,0.0,9642.0,0.611698817672682,0.11199446940891808,371.7851134923378,446796549.0,0.00841878015645642,1인가구형,중간,19302.0,0.36265671951093154
11305603,강북구 번2동,1,2,2,1,14866,364.0,2708048,3.0,3415.0,2082.0,1134.0,600.0,138.0,30.0,4.0,2.0,0.0,7408.0,0.460988120950324,0.024485402932866943,182.16386385039687,0.0,0.0,주거형,저밀·성장,15230.0,0.1313197636244255
11305608,강북구 번3동,3,3,4,1,16356,262.0,2930090,0.0,3027.0,2296.0,1241.0,765.0,189.0,33.0,7.0,2.0,0.0,7560.0,0.4003968253968254,0.016018586451455125,179.14465639520665,706090836.0,0.054437791998418764,주거형,중간,16618.0,0.2407028523288001
11305615,강북구 수유1동,10,10,11,1,19842,944.0,5950980,3.0,5396.0,2527.0,1439.0,808.0,174.0,50.0,7.0,2.0,0.0,10406.0,0.5185469921199308,0.04757584920874912,299.91835500453584,140136823.0,0.0018755627623476497,주거형,고밀·경쟁 지속,20786.0,0.5292023477340517
11305625,강북구 수유2동,4,4,4,0,20502,1314.0,5136332,0.0,4037.0,2719.0,1661.0,969.0,230.0,55.0,15.0,1.0,3.0,9690.0,0.4166150670794634,0.06409130816505706,250.52833869866353,361754467.0,0.015113421472555039,주거형,중간,21816.0,0.18335166850018336
11305635,강북구 수유3동,8,6,6,-2,22988,2732.0,9345749,1.0,8431.0,2767.0,1393.0,754.0,181.0,32.0,12.0,3.0,0.0,13574.0,0.6211138942095182,0.11884461458152079,406.54902557856275,275724801.0,0.0025634674965116723,1인가구형,중간,25720.0,0.2332814930015552
11305645,강북구 우이동,4,6,6,2,19766,1810.0,3832585,1.0,4165.0,2639.0,1549.0,934.0,220.0,53.0,10.0,3.0,0.0,9574.0,0.4350323793607688,0.09157138520692097,193.89785490235758,177233733.0,0.006045613968640872,주거형,중간,21576.0,0.27808676307007785
11305660,강북구 인수동,5,4,5,0,29069,2893.0,8010678,1.0,6302.0,3770.0,2258.0,1277.0,324.0,77.0,18.0,7.0,1.0,14035.0,0.44902030637691487,0.09952182737624274,275.57459836939694,1022993006.0,0.04712540063807729,주거형,중간,31962.0,0.15643576747387525
11320511,도봉구 창1동,2,2,2,0,23774,785.0,3357329,0.0,4230.0,2894.0,2036.0,1407.0,239.0,54.0,9.0,3.0,2.0,10874.0,0.3890012874747103,0.03301926474299655,141.21851602591065,959002448.0,0.03125549210189227,주거형,중간,24559.0,0.08143654057575635
11320512,도봉구 창2동,5,5,5,0,28172,1070.0,10233578,1.0,4742.0,3607.0,2342.0,1519.0,348.0,82.0,21.0,3.0,1.0,12666.0,0.37438812569082586,0.037980974016754224,363.2535141275025,892136659.0,0.039616062726992265,유동 중심형,중간,29242.0,0.17098693659804393
11320513,도봉구 창3동,3,3,2,-1,13163,491.0,3370605,0.0,2797.0,1746.0,1036.0,617.0,126.0,31.0,3.0,5.0,0.0,6361.0,0.4397107373054551,0.03730152700752108,256.0666261490542,455005492.0,0.025157438121820454,주거형,저밀·상대적 여유,13654.0,0.14647722279185588
11320514,도봉구 창4동,6,6,6,0,26168,1820.0,3460963,3.0,3973.0,2803.0,2339.0,1767.0,352.0,58.0,12.0,7.0,0.0,11314.0,0.35115785752165457,0.06955059614796698,132.2593625802507,1929324650.0,0.0780010379772326,학원·교육형,중간,27988.0,0.21437759039588394
11320515,도봉구 창5동,8,10,11,3,23884,4983.0,3752012,0.0,3581.0,2757.0,2119.0,1434.0,299.0,72.0,17.0,4.0,2.0,10285.0,0.34817695673310645,0.20863339474124937,157.09311673086586,3198870062.0,0.052286095916174696,주거형,고밀·경쟁 지속,28867.0,0.38105795545086085
11320521,도봉구 도봉1동,9,7,5,-4,20030,1435.0,3678050,0.0,4867.0,2832.0,1455.0,791.0,198.0,48.0,10.0,4.0,0.0,10205.0,0.47692307692307695,0.07164253619570644,183.62705941088367,107343105.0,0.002108900801720552,주거형,중간,21465.0,0.23293733985557885
11320522,도봉구 도봉2동,2,2,1,-1,25990,1070.0,3037470,0.0,4377.0,3399.0,2253.0,1392.0,292.0,72.0,17.0,4.0,1.0,11807.0,0.37071228931989497,0.04116968064640246,116.87071950750288,131616504.0,0.009836365534518315,주거형,저밀·상대적 여유,27060.0,0.03695491500369549
11320660,도봉구 쌍문1동,4,6,6,2,20484,872.0,4759692,2.0,3934.0,2562.0,1783.0,1042.0,266.0,67.0,18.0,1.0,2.0,9677.0,0.4065309496744859,0.04256981058387034,232.36145284124194,808444529.0,0.06588621045788554,주거형,중간,21356.0,0.28095148904289197
11320670,도봉구 쌍문2동,2,1,1,-1,17905,851.0,4395357,1.0,3491.0,2359.0,1411.0,894.0,198.0,38.0,11.0,1.0,0.0,8404.0,0.41539742979533556,0.04752862328958392,245.48209997207485,2646993015.0,0.10485878194418123,학원·교육형,저밀·상대적 여유,18756.0,0.05331627212625293
11320680,도봉구 쌍문3동,4,3,3,-1,16449,1058.0,5550556,0.0,3920.0,2034.0,1287.0,767.0,165.0,25.0,7.0,1.0,0.0,8206.0,0.4776992444552766,0.06432001945407016,337.4403307191927,1120790685.0,0.034442785919658415,유동 중심형,중간,17507.0,0.1713600274176044
11320681,도봉구 쌍문4동,3,3,2,-1,18061,265.0,2580736,0.0,1808.0,1929.0,1761.0,1277.0,251.0,44.0,7.0,4.0,0.0,7081.0,0.2553311679141364,0.014672498754221804,142.88998394330326,2508373796.0,0.17133333404060413,학원·교육형,저밀·상대적 여유,18326.0,0.10913456291607551
11320690,도봉구 방학1동,5,6,7,2,27745,3898.0,6491419,1.0,5675.0,3232.0,2195.0,1573.0,390.0,80.0,21.0,2.0,1.0,13170.0,0.43090356871678054,0.14049378266354298,233.9671652550009,4608077044.0,0.0740461907086096,학원·교육형,중간,31643.0,0.22121796289858736
11320700,도봉구 방학2동,6,4,4,-2,18535,424.0,2671617,0.0,4178.0,2503.0,1361.0,761.0,205.0,36.0,6.0,3.0,3.0,9056.0,0.46135159010600707,0.022875640679794983,144.13903425950903,527055263.0,0.00886451306767798,주거형,중간,18959.0,0.21098159185611057
11320710,도봉구 방학3동,3,3,3,0,26077,1090.0,3052402,0.0,2250.0,2887.0,2416.0,1834.0,413.0,83.0,20.0,7.0,2.0,9912.0,0.22699757869249396,0.04179928672776777,117.05341872147869,612841696.0,0.04754326509128765,주거형,중간,27167.0,0.1104280929068355
11350560,노원구 월계1동,12,13,12,0,20526,1264.0,4573146,0.0,4810.0,2217.0,1587.0,1093.0,269.0,36.0,14.0,3.0,2.0,10031.0,0.4795135081248131,0.06158043457078827,222.79771996492255,164532932.0,0.0067991555941563,주거형,중간,21790.0,0.5507113354749885
11350570,노원구 월계2동,3,2,0,-3,25485,29.0,3670360,0.0,4535.0,3155.0,2099.0,1420.0,322.0,53.0,9.0,0.0,1.0,11594.0,0.3911505951354149,0.0011379242691779477,144.0204041593094,149627732.0,0.03131157231758236,주거형,저밀·상대적 여유,25514.0,0.0
11350580,노원구 월계3동,2,3,3,1,28721,100.0,2300869,1.0,4623.0,3729.0,2567.0,1516.0,286.0,68.0,16.0,3.0,1.0,12810.0,0.36088992974238876,0.003481772918770238,80.11103373837959,259305388.0,0.02783618230963027,주거형,중간,28821.0,0.10409076714895389
11350595,노원구 공릉1동,6,6,6,0,35959,6065.0,10139716,0.0,9990.0,3960.0,2575.0,1751.0,391.0,82.0,9.0,3.0,2.0,18763.0,0.5324308479454245,0.16866431213326288,281.979921577352,947902186.0,0.013097680261345078,주거형,중간,42024.0,0.1427755568246716
11350600,노원구 공릉2동,14,13,11,-3,41435,1031.0,8198449,2.0,6756.0,3895.0,3535.0,2965.0,575.0,103.0,16.0,4.0,3.0,17854.0,0.3784025988573989,0.02488234584288645,197.86289368891033,3175068331.0,0.07601533063702151,학원·교육형,고밀·경쟁 완화,42466.0,0.2590307540149767
11350611,노원구 하계1동,6,6,6,0,26128,994.0,3642081,1.0,5673.0,2431.0,1982.0,1728.0,312.0,50.0,12.0,6.0,3.0,12198.0,0.46507624200688635,0.03804347826086957,139.39379210042867,3158143202.0,0.05622436331140468,주거형,중간,27122.0,0.2212226237003171
11350612,노원구 하계2동,1,1,2,1,21306,,2564244,0.0,1815.0,1886.0,1908.0,1650.0,270.0,41.0,11.0,3.0,0.0,7584.0,0.23931962025316456,,120.35313996057448,262961101.0,0.10750678836745017,학원·교육형,저밀·성장,21306.0,0.09387027128508402
11350619,노원구 중계본동,3,3,2,-1,23040,821.0,3682707,0.0,1648.0,1523.0,1942.0,2179.0,474.0,76.0,15.0,6.0,2.0,7865.0,0.20953591862682772,0.035633680555555554,159.83971354166667,14206439314.0,0.31819170461235663,학원·교육형,저밀·상대적 여유,23861.0,0.08381878378944722
11350621,노원구 중계1동,3,3,3,0,26318,1184.0,3727229,1.0,1505.0,1593.0,2578.0,2768.0,406.0,46.0,14.0,7.0,1.0,8919.0,0.1687408902343312,0.04498822098943689,141.62280568432251,6043260324.0,0.5358933130079366,학원·교육형,중간,27502.0,0.10908297578357938
11350624,노원구 중계4동,4,6,5,1,19114,1196.0,2874350,0.0,2908.0,2016.0,1562.0,1287.0,271.0,48.0,12.0,9.0,3.0,8116.0,0.358304583538689,0.06257193680025112,150.37930312859683,1320293284.0,0.030247407044227504,주거형,중간,20310.0,0.2461841457410143
11350625,노원구 중계2.3동,0,0,0,0,32502,1194.0,4456423,1.0,5859.0,4236.0,2725.0,1802.0,284.0,38.0,12.0,3.0,1.0,14961.0,0.3916182073390816,0.03673620084917851,137.11227001415298,681988146.0,0.01170533175093629,주거형,중간,33696.0,0.0
11350630,노원구 상계1동,3,3,2,-1,36834,3606.0,6566475,2.0,5124.0,4302.0,3146.0,2303.0,520.0,110.0,23.0,6.0,1.0,15537.0,0.3297933964085731,0.09789868056686757,178.27211272194168,912220119.0,0.01951526270809437,주거형,저밀·상대적 여유,40440.0,0.04945598417408506
11350640,노원구 상계2동,4,4,4,0,19105,1731.0,10163366,0.0,3483.0,1926.0,1595.0,1237.0,222.0,56.0,6.0,3.0,0.0,8528.0,0.4084193245778612,0.09060455378173253,531.9741428945302,1665357243.0,0.017560335594462673,유동 중심형,중간,20836.0,0.1919754271453254
11350665,노원구 상계3.4동,5,4,5,0,27489,500.0,7979814,0.0,4978.0,3116.0,2105.0,1665.0,375.0,73.0,13.0,3.0,0.0,12328.0,0.40379623621025307,0.01818909381934592,290.2911710138601,483042931.0,0.03484052281010659,주거형,중간,27989.0,0.1786416092036157
11350670,노원구 상계5동,5,4,2,-3,22979,1381.0,5306644,2.0,4657.0,2872.0,1818.0,1154.0,257.0,47.0,9.0,2.0,0.0,10818.0,0.4304862266592716,0.06009835066800122,230.93450541799035,2303686594.0,0.09154835311179031,학원·교육형,저밀·상대적 여유,24360.0,0.08210180623973727
11350695,노원구 상계6.7동,8,6,6,-2,31400,4965.0,6079845,3.0,5028.0,3638.0,2808.0,1885.0,302.0,53.0,12.0,1.0,2.0,13732.0,0.36615205359743663,0.15812101910828025,193.62563694267516,6604026230.0,0.06752337678620277,주거형,중간,36365.0,0.16499381273202254
11350700,노원구 상계8동,0,0,0,0,21848,561.0,999826,1.0,2505.0,2798.0,2204.0,1343.0,190.0,24.0,6.0,1.0,0.0,9072.0,0.2761243386243386,0.025677407543024534,45.76281581838155,1366486807.0,0.09962655261582745,학원·교육형,중간,22409.0,0.0
